1f60d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60d.png,😍,하트 눈으로 웃는 얼굴,smileys-people
1f970,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f970.png,🥰,하트가 달린 웃는 얼굴,smileys-people
1f618,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f618.png,😘,키스를 날리는 얼굴,smileys-people
1f617,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f617.png,😗,키스하는 얼굴,smileys-people
1f619,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f619.png,😙,미소 짓는 눈으로 키스하는 얼굴,smileys-people
1f61a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61a.png,😚,눈을 감은 채 키스하는 얼굴,smileys-people
1f972,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f972.png,🥲,눈물을 흘리며 웃는 얼굴,smileys-people
1f92a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92a.png,🤪,바보 같은 얼굴,smileys-people
1f61c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61c.png,😜,윙크하며 메롱 하는 얼굴,smileys-people
1f61d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61d.png,😝,눈을 꼭 감은 채 메롱 하는 얼굴,smileys-people
1f61b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61b.png,😛,메롱 하는 얼굴,smileys-people
1f911,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f911.png,🤑,Money-mouth face,smileys-people
1f60e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60e.png,😎,선글라스를 쓰고 웃는 얼굴,smileys-people
1f913,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f913.png,🤓,Nerd face,smileys-people
1f978,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f978.png,🥸,변장한 얼굴,smileys-people
1f9d0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9d0.png,🧐,단안경을 쓴 얼굴,smileys-people
1f920,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f920.png,🤠,카우보이 얼굴,smileys-people
1f973,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f973.png,🥳,파티 중인 얼굴,smileys-people
1f921,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f921.png,🤡,광대 얼굴,smileys-people
1f60f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f60f.png,😏,능글맞게 웃는 얼굴,smileys-people
1f636,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f636.png,😶,입이 없는 얼굴,smileys-people
1fae5,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae5.png,🫥,윤곽이 점선으로 된 얼굴,smileys-people
1f610,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f610.png,😐,감정을 드러내지 않은 얼굴,smileys-people
1fae4,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae4.png,🫤,입이 대각선으로 비뚤어진 얼굴,smileys-people
1f611,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f611.png,😑,무표정한 얼굴,smileys-people
1f612,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f612.png,😒,지루해하는 얼굴,smileys-people
1f644,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f644.png,🙄,Face with rolling eyes,smileys-people
1f928,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f928.png,🤨,눈썹을 추켜올린 얼굴,smileys-people
1f914,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f914.png,🤔,Thinking face,smileys-people
1f92b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92b.png,🤫,쉿 하는 얼굴,smileys-people
1f92d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92d.png,🤭,웃는 눈으로 입 위에 손을 올린 얼굴,smileys-people
1fae2,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae2.png,🫢,눈을 뜨고 입 위에 손을 올린 얼굴,smileys-people
1fae1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae1.png,🫡,경례하는 얼굴,smileys-people
1f917,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f917.png,🤗,Hugging face,smileys-people
1fae3,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae3.png,🫣,엿보는 얼굴,smileys-people
1f925,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f925.png,🤥,거짓말 하는 얼굴,smileys-people
1f633,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f633.png,😳,빨개진 얼굴,smileys-people
1f61e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61e.png,😞,실망한 얼굴,smileys-people
1f61f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f61f.png,😟,걱정하는 얼굴,smileys-people
1f624,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f624.png,😤,의기양양한 얼굴,smileys-people
1f620,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f620.png,😠,화난 얼굴,smileys-people
1f621,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f621.png,😡,입을 삐죽 내민 얼굴,smileys-people
1f92c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92c.png,🤬,입에 기호 표시한 얼굴,smileys-people
1f614,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f614.png,😔,사색에 잠긴 얼굴,smileys-people
1f615,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f615.png,😕,혼란에 빠진 얼굴,smileys-people
1f641,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f641.png,🙁,Slightly frowning face,smileys-people
2639,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/2639.png,☹,White frowning face,smileys-people
1f62c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62c.png,😬,찡그린 얼굴,smileys-people
1f97a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f97a.png,🥺,애원하는 얼굴,smileys-people
1f623,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f623.png,😣,인내하는 얼굴,smileys-people
1f616,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f616.png,😖,당혹해하는 얼굴,smileys-people
1f62b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62b.png,😫,피곤해하는 얼굴,smileys-people
1f629,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f629.png,😩,지친 얼굴,smileys-people
1f971,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f971.png,🥱,하품하는 얼굴,smileys-people
1f62a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62a.png,😪,졸린 얼굴,smileys-people
1f62e-200d-1f4a8,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62e-200d-1f4a8.png,😮‍💨,숨을 내쉬는 얼굴,smileys-people
1f62e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62e.png,😮,입을 벌린 얼굴,smileys-people
1f631,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f631.png,😱,공포의 비명을 지르는 얼굴,smileys-people
1f628,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f628.png,😨,두려워하는 얼굴,smileys-people
1f630,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f630.png,😰,입을 벌리고 식은땀 흘리는 얼굴,smileys-people
1f625,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f625.png,😥,실망하지만 안심하는 얼굴,smileys-people
1f613,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f613.png,😓,식은땀 나는 얼굴,smileys-people
1f62f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62f.png,😯,숨죽인 얼굴,smileys-people
1f626,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f626.png,😦,입을 벌리고 찡그리는 얼굴,smileys-people
1f627,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f627.png,😧,고뇌에 찬 얼굴,smileys-people
1f979,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f979.png,🥹,눈물을 참으면서 웃는 얼굴,smileys-people
1f622,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f622.png,😢,우는 얼굴,smileys-people
1f62d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f62d.png,😭,엉엉 우는 얼굴,smileys-people
1f924,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f924.png,🤤,침 흘리는 얼굴,smileys-people
1f929,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f929.png,🤩,별 모양의 눈을 한 얼굴,smileys-people
1f635,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f635.png,😵,어지러워하는 얼굴,smileys-people
1f635-200d-1f4ab,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f635-200d-1f4ab.png,😵‍💫,빙빙 도는 눈을 한 얼굴,smileys-people
1f974,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f974.png,🥴,멍한 얼굴,smileys-people
1f632,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f632.png,😲,놀라는 얼굴,smileys-people
1f92f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92f.png,🤯,뚜껑 열린 머리,smileys-people
1fae0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae0.png,🫠,녹아내리는 얼굴,smileys-people
1f910,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f910.png,🤐,Zipper-mouth face,smileys-people
1f637,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f637.png,😷,마스크를 한 얼굴,smileys-people
1f915,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f915.png,🤕,Face with head-bandage,smileys-people
1f912,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f912.png,🤒,Face with thermometer,smileys-people
1f92e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f92e.png,🤮,토하는 얼굴,smileys-people
1f922,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f922.png,🤢,구역질을 하는 얼굴,smileys-people
1f927,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f927.png,🤧,재채기하는 얼굴,smileys-people
1f975,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f975.png,🥵,더운 얼굴,smileys-people
1f976,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f976.png,🥶,추운 얼굴,smileys-people
1f636-200d-1f32b-fe0f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f636-200d-1f32b-fe0f.png,😶‍🌫️,구름 속의 얼굴,smileys-people
1f634,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f634.png,😴,잠자는 얼굴,smileys-people
1f4a4,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f4a4.png,💤,수면 기호,smileys-people
1f608,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f608.png,😈,뿔 달린 웃는 얼굴,smileys-people
1f47f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f47f.png,👿,꼬마 도깨비,smileys-people
1f479,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f479.png,👹,도깨비,smileys-people
1f47a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f47a.png,👺,코가 큰 마귀,smileys-people
1f4a9,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f4a9.png,💩,똥 덩어리,smileys-people
1f47b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f47b.png,👻,유령,smileys-people
1f480,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f480.png,💀,해골,smileys-people
2620,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/2620.png,☠,Skull and crossbones,smileys-people
1f47d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f47d.png,👽,외계인,smileys-people
1f916,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f916.png,🤖,Robot face,smileys-people
1f383,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f383.png,🎃,호박 초롱,smileys-people
1f63a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63a.png,😺,입을 벌리고 웃는 고양이 얼굴,smileys-people
1f638,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f638.png,😸,미소 짓는 눈으로 웃는 고양이 얼굴,smileys-people
1f639,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f639.png,😹,기쁨의 눈물을 흘리는 고양이 얼굴,smileys-people
1f63b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63b.png,😻,하트 눈으로 웃는 고양이 얼굴,smileys-people
1f63c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63c.png,😼,쓴웃음을 짓는 고양이 얼굴,smileys-people
1f63d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63d.png,😽,눈을 감은 채 키스하는 고양이 얼굴,smileys-people
1f640,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f640.png,🙀,지친 고양이 얼굴,smileys-people
1f63f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63f.png,😿,우는 고양이 얼굴,smileys-people
1f63e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f63e.png,😾,입을 삐죽 내민 고양이 얼굴,smileys-people
1faf6,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf6.png,🫶,손하트,smileys-people
1f450,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f450.png,👐,양손을 벌린 기호,smileys-people
1f932,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f932.png,🤲,두 손 모아 위를 향한 손바닥,smileys-people
1f64c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f64c.png,🙌,두 손을 들고 축하하는 사람,smileys-people
1f44f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44f.png,👏,손뼉 치는 손 기호,smileys-people
1f64f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f64f.png,🙏,두 손을 모은 사람,smileys-people
1f91d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91d.png,🤝,악수,smileys-people
1f44d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44d.png,👍,엄지를 올린 손 기호,smileys-people
1f44e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44e.png,👎,엄지를 내린 손 기호,smileys-people
1f44a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44a.png,👊,주먹 기호,smileys-people
270a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/270a.png,✊,위를 향한 주먹,smileys-people
1f91b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91b.png,🤛,왼쪽을 향하는 주먹,smileys-people
1f91c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91c.png,🤜,오른쪽을 향하는 주먹,smileys-people
1f91e,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91e.png,🤞,행운 빌기,smileys-people
270c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/270c.png,✌,승리의 V를 한 손,smileys-people
1faf0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf0.png,🫰,손가락 하트,smileys-people
1f918,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f918.png,🤘,Sign of the horns,smileys-people
1f91f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91f.png,🤟,사랑해 제스처,smileys-people
1f44c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44c.png,👌,OK 하는 손 기호,smileys-people
1f90c,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f90c.png,🤌,오므린 손가락,smileys-people
1f90f,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f90f.png,🤏,꼬집는 손,smileys-people
1f448,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f448.png,👈,검지가 왼쪽을 가리키는 흰색 손등,smileys-people
1faf3,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf3.png,🫳,손바닥이 아래를 향한 손,smileys-people
1faf4,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf4.png,🫴,손바닥이 위를 향한 손,smileys-people
1f449,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f449.png,👉,검지가 오른쪽을 가리키는 흰색 손등,smileys-people
1f446,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f446.png,👆,검지가 위를 가리키는 흰색 손등,smileys-people
1f447,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f447.png,👇,검지가 아래를 가리키는 흰색 손등,smileys-people
261d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/261d.png,☝,위를 가리키는 흰색 검지,smileys-people
270b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/270b.png,✋,위를 향한 손,smileys-people
1f91a,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f91a.png,🤚,손등,smileys-people
1f590,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f590.png,🖐,Raised hand with fingers splayed,smileys-people
1f596,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f596.png,🖖,Raised hand with part between middle and ring fingers,smileys-people
1f44b,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f44b.png,👋,손을 흔드는 기호,smileys-people
1f919,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f919.png,🤙,전화를 걸라는 손 모양,smileys-people
1faf2,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf2.png,🫲,왼쪽을 향하는 손,smileys-people
1faf1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf1.png,🫱,오른쪽을 향하는 손,smileys-people
1f4aa,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f4aa.png,💪,울퉁불퉁한 이두박근,smileys-people
1f9be,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9be.png,🦾,기계 팔,smileys-people
1f595,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f595.png,🖕,Reversed hand with middle finger extended,smileys-people
1faf5,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1faf5.png,🫵,보는 사람을 가리키는 집게손가락,smileys-people
270d,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/270d.png,✍,Writing hand,smileys-people
1f933,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f933.png,🤳,셀피,smileys-people
1f485,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f485.png,💅,매니큐어,smileys-people
1f9b5,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9b5.png,🦵,다리,smileys-people
1f9bf,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9bf.png,🦿,기계 다리,smileys-people
1f9b6,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9b6.png,🦶,발,smileys-people
1f444,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f444.png,👄,입,smileys-people
1fae6,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fae6.png,🫦,깨문 입술,smileys-people
1f9b7,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9b7.png,🦷,치아,smileys-people
1f445,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f445.png,👅,혀,smileys-people
1f442,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f442.png,👂,귀,smileys-people
1f9bb,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9bb.png,🦻,보청기를 낀 귀,smileys-people
1f443,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f443.png,👃,코,smileys-people
1f441,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f441.png,👁,Eye,smileys-people
1f440,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f440.png,👀,눈,smileys-people
1f9e0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9e0.png,🧠,뇌,smileys-people
1fac0,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fac0.png,🫀,해부학 심장,smileys-people
1fac1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fac1.png,🫁,폐,smileys-people
1f9b4,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9b4.png,🦴,뼈,smileys-people
1f464,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f464.png,👤,상반신 실루엣,smileys-people
1f465,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f465.png,👥,여러 명의 상반신 실루엣,smileys-people
1f5e3,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f5e3.png,🗣,Speaking head in silhouette,smileys-people
1fac2,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1fac2.png,🫂,포옹하는 사람,smileys-people
1f476,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f476.png,👶,아기,smileys-people
1f467,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f467.png,👧,소녀,smileys-people
1f9d2,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9d2.png,🧒,어린이,smileys-people
1f466,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f466.png,👦,소년,smileys-people
1f469,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f469.png,👩,여자,smileys-people
1f9d1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9d1.png,🧑,어른,smileys-people
1f468,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f468.png,👨,남자,smileys-people
1f469-200d-1f9b1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f469-200d-1f9b1.png,👩‍🦱,곱슬머리를 한 여자,smileys-people
1f9d1-200d-1f9b1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f9d1-200d-1f9b1.png,🧑‍🦱,곱슬머리를 한 사람,smileys-people
1f468-200d-1f9b1,https://cdnjs.cloudflare.com/ajax/libs/twemoji/14.0.0/72x72/1f468-200d-1f9b1.png,👨‍🦱,곱슬머리를 한 남자,smileys-people
